code,target,totpop,region,proplive,sub,bus,numpark,totrent,a15,a20,a30,a40,a50,a60,a70,a80,a100,proprent,numpark_fam,type,pub10,pub50,pub99,gukmin,forever,sanga,happy,A,C,D,E,FMO,G,HI,J,K,L,N,fee_deposit,fee_rent
C2565,1090,1006,3,0.967196819,0,3,915,1006,0,0,0.217693837,0.394632207,0.387673956,0,0,0,0,1,0.909542744,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20221000,176230
C1804,951,478,1,0.993723849,0,3,629,26,0,0,0,0,0,0,0.012552301,0.041841004,0,0.054393305,1.315899582,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90237000,597820
C2255,410,560,13,0.996428571,0,2,400,560,0,0.425,0.317857143,0.257142857,0,0,0,0,0,1,0.714285714,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,9755500,85710
C1343,549,600,1,0.986666667,1,4,528,600,0,0,0.358333333,0.468333333,0.173333333,0,0,0,0,1,0.88,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24814000,222200
C1987,166,291,7,0.910652921,3,4,257,291,0,0,0,0.687285223,0.312714777,0,0,0,0,1,0.883161512,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44387000,368980
C2479,647,679,1,0.980854197,0,2,615,679,0,0,0.412371134,0.40353461,0.184094256,0,0,0,0,1,0.905743741,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36095000,298900
C1310,1084,1037,0,0.983606557,0,6,936,1037,0,0.144648023,0.607521697,0.101253616,0.146576663,0,0,0,0,1,0.902603664,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23687000,204150
C1738,682,715,2,0.981818182,0,3,582,715,0,0,0.671328671,0.218181818,0.11048951,0,0,0,0,1,0.813986014,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16288000,124800
C1863,733,1099,14,0.978161965,0,4,1154,1099,0,0.140127389,0.459508644,0.400363967,0,0,0,0,0,1,1.050045496,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20493000,165865
C1426,262,374,3,0.994652406,0,2,321,374,0,0.256684492,0.315508021,0,0.427807487,0,0,0,0,1,0.85828877,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9984000,144820
C2659,365,504,1,0.994047619,1,3,438,504,0,0.23015873,0.551587302,0.218253968,0,0,0,0,0,1,0.869047619,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,15791000,166930
C2489,950,1128,7,0.968085106,0,4,951,1128,0,0,0,0.363475177,0.636524823,0,0,0,0,1,0.843085106,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23733000,285500
C2211,244,304,10,0.986842105,0,1,230,304,0,0,0.881578947,0.118421053,0,0,0,0,0,1,0.756578947,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8778000,85580
C2314,343,600,6,0.978333333,0,2,360,600,0,0.433333333,0.446666667,0.12,0,0,0,0,0,1,0.6,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,12089000,153020
C1861,613,690,11,0.976811594,0,3,652,690,0,0.585507246,0,0.324637681,0.089855072,0,0,0,0,1,0.944927536,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12460000,166685
C2389,561,690,14,0.969565217,0,3,694,690,0,0,0.543478261,0.195652174,0.260869565,0,0,0,0,1,1.005797101,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13335000,120230
C1490,899,749,14,0.967957276,0,3,759,655,0,0,0,0,0,0,0.214953271,0.659546061,0,0.874499332,1.013351135,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31342500,393750
C1788,412,376,2,0.925531915,0,3,380,376,0,0,0,0,1,0,0,0,0,1,1.010638298,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32500000,365000
C1740,979,783,3,0.962962963,0,6,978,467,0,0,0,0,0.360153257,0,0.136653895,0.099616858,0,0.59642401,1.249042146,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33400000,483000
C2620,1709,1029,10,0.972789116,0,6,1061,906,0,0,0,0,0.242954325,0,0.263362488,0.37414966,0,0.880466472,1.031098154,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27274000,535000
C1286,881,919,10,0.970620239,0,2,988,919,0,0,0,0,0,0,0.208922742,0.791077258,0,1,1.07508161,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35700000,590000
C1089,309,368,10,0.961956522,0,2,285,368,0,0,0.625,0.236413043,0.138586957,0,0,0,0,1,0.774456522,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14264000,120690
C2237,55,70,13,0.9,0,2,50,70,0,0,0.885714286,0.114285714,0,0,0,0,0,1,0.714285714,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8564000,58460
C1341,442,922,4,0.992407809,0,1,731,922,0,0.271149675,0.559652928,0.169197397,0,0,0,0,0,1,0.792841649,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,12947000,161290
C1338,551,622,7,0.979099678,1,3,551,622,0,0,0,0.810289389,0.189710611,0,0,0,0,1,0.88585209,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28856000,241560
C2405,1240,600,2,0.963333333,0,8,728,284,0,0,0,0,0,0,0.17,0.303333333,0,0.473333333,1.213333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36113000,603480
C1969,886,1366,5,0.978770132,0,2,1192,1366,0,0.222547584,0.581259151,0.196193265,0,0,0,0,0,1,0.872620791,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,11333000,149740
C2274,713,1122,14,0.96969697,0,3,1182,1122,0,0.263814617,0.397504456,0.338680927,0,0,0,0,0,1,1.053475936,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15046000,141680
C1699,606,752,1,0.990691489,0,7,680,752,0,0,0.582446809,0.183510638,0.234042553,0,0,0,0,1,0.904255319,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37163000,295120
C2251,870,886,1,0.981941309,0,3,809,886,0,0.038374718,0.318284424,0.507900677,0.135440181,0,0,0,0,1,0.913092551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36036000,283920
C1340,410,552,11,0.961956522,0,3,523,552,0,0.362318841,0.347826087,0.289855072,0,0,0,0,0,1,0.947463768,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9247000,180350
C2373,800,850,12,0.989411765,0,5,948,850,0,0,0.578823529,0.336470588,0.084705882,0,0,0,0,1,1.115294118,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20269000,217735
C1455,420,432,0,0.99537037,0,5,349,432,0,0.37962963,0.240740741,0.37962963,0,0,0,0,0,1,0.80787037,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7527000,168810
C2137,752,960,3,0.96875,0,8,876,960,0,0.1875,0.375,0.4375,0,0,0,0,0,1,0.9125,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9450000,154350
C1985,630,874,10,0.967963387,0,4,722,874,0,0,0.43020595,0.368421053,0.201372998,0,0,0,0,1,0.826086957,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13655500,194620
C2583,982,1106,6,0.981012658,0,2,752,1106,0,0.216998192,0.652802893,0.130198915,0,0,0,0,0,1,0.679927667,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,11397000,193550
C2663,652,772,1,0.981865285,0,3,700,772,0,0.14507772,0.284974093,0.414507772,0.155440415,0,0,0,0,1,0.906735751,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29621000,276540
C2450,451,483,1,0.983436853,0,5,437,483,0,0,0.542443064,0.358178054,0.099378882,0,0,0,0,1,0.904761905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39349000,312610
C2329,821,1028,5,0.976653696,0,5,973,1028,0,0.210116732,0.525291829,0.163424125,0.101167315,0,0,0,0,1,0.946498054,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20870000,276345
C1834,255,326,0,0.987730061,0,1,268,326,0,0,0.650306748,0.239263804,0.110429448,0,0,0,0,1,0.82208589,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16129000,174190
C1848,625,532,4,0.983082707,0,3,660,532,0,0,0,0,1,0,0,0,0,1,1.240601504,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41253000,510510
C1743,1653,791,5,0.97977244,1,1,944,791,0,0,0,0,0,0.316055626,0.471554994,0.212389381,0,1,1.193426043,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33000000,495000
C1350,2315,1401,6,0.998572448,0,6,1636,690,0,0,0,0,0.492505353,0,0,0,0,0.492505353,1.16773733,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57000000,519350
C1402,498,344,14,0.953488372,0,2,344,344,0,0,0,0,0.261627907,0,0.337209302,0.401162791,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45000000,480000
C1103,787,935,0,0.96684492,0,2,939,935,0,0.287700535,0.248128342,0.286631016,0.177540107,0,0,0,0,1,1.004278075,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15591000,220430
C1129,1668,1444,1,0.998614958,1,10,1275,1444,0,0,0,0,1,0,0,0,0,1,0.882963989,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54132000,520500
C1027,207,452,2,0.953539823,0,5,461,452,0,0,0.579646018,0.420353982,0,0,0,0,0,1,1.019911504,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26851000,306450
C2377,579,1105,2,0.980090498,0,3,1110,1105,0,0,0.700452489,0.126696833,0.172850679,0,0,0,0,1,1.004524887,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26673000,305370
C2661,330,354,12,0.966101695,0,6,297,354,0,0.395480226,0.310734463,0.293785311,0,0,0,0,0,1,0.838983051,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10215000,186010
C1263,217,268,14,0.985074627,0,5,214,268,0,0.223880597,0.552238806,0.223880597,0,0,0,0,0,1,0.798507463,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7204000,124720
C1136,763,984,1,0.968495935,0,15,865,984,0,0.300813008,0.300813008,0.231707317,0.166666667,0,0,0,0,1,0.879065041,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,71409500,109420
C2605,572,624,0,0.990384615,0,3,535,624,0,0,0.721153846,0.278846154,0,0,0,0,0,1,0.857371795,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22581000,263440
C2393,922,1546,1,0.999353169,1,2,1176,1546,0,0.160413972,0.655886158,0.183699871,0,0,0,0,0,1,0.760672704,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,18225000,215050
C1673,526,640,14,0.965625,0,1,549,640,0,0.28125,0.4375,0.28125,0,0,0,0,0,1,0.8578125,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9461000,160210
C1017,1246,1460,6,0.981506849,0,2,1534,1460,0,0.221917808,0.397260274,0.380821918,0,0,0,0,0,1,1.050684932,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15198000,227970
C2539,228,396,13,0.97979798,0,2,237,396,0,0.494949495,0.353535354,0.151515152,0,0,0,0,0,1,0.598484848,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,7645000,123110
C1933,1730,1022,4,0.992172211,0,3,1202,1022,0,0,0,0,0,0.614481409,0.385518591,0,0,1,1.176125245,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35000000,520000
C2316,712,1126,5,0.968028419,0,4,983,1126,0,0.273534636,0.509769094,0.21669627,0,0,0,0,0,1,0.873001776,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8762500,166665
C2414,1200,924,14,0.985930736,0,4,986,924,0,0,0,0,1,0,0,0,0,1,1.067099567,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30709000,270660
C1301,202,340,5,0.944117647,0,4,320,340,0,0.352941176,0.647058824,0,0,0,0,0,0,1,0.941176471,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10514000,145740
C1700,979,922,5,0.957700651,0,2,804,922,0,0,0,0,1,0,0,0,0,1,0.872017354,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30000000,430000
C1636,946,632,1,0.988924051,0,15,750,632,0,0,0,0,0,0,0.202531646,0.797468354,0,1,1.186708861,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,79500000,630000
C2612,1832,1684,8,0.983966746,0,2,1689,1684,0,0.404988124,0.368171021,0.226840855,0,0,0,0,0,1,1.002969121,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11300000,175500
C1757,508,794,7,0.983627204,2,4,676,794,0,0,0.74559194,0.25440806,0,0,0,0,0,1,0.85138539,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32114500,277425
C2507,763,1454,1,0.997248968,0,4,880,1454,0,0.645804677,0.242778542,0.081155433,0.030261348,0,0,0,0,1,0.60522696,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,16343000,206110
C1163,326,316,3,0.936708861,0,2,239,316,0,0.278481013,0.556962025,0.164556962,0,0,0,0,0,1,0.756329114,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9506000,200830
C2627,404,580,10,0.968965517,0,2,378,580,0,0.465517241,0.237931034,0.296551724,0,0,0,0,0,1,0.651724138,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7172000,89520
C2040,336,198,14,0.944444444,0,2,200,198,0,0,0,0,0,0,0.242424242,0.757575758,0,1,1.01010101,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53000000,520000
C2609,555,556,12,0.96942446,0,2,490,556,0,0.352517986,0.287769784,0.35971223,0,0,0,0,0,1,0.881294964,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10514000,184250
C2001,417,540,1,0.981481481,0,8,500,540,0,0.388888889,0.337037037,0.274074074,0,0,0,0,0,1,0.925925926,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11430000,149000
C1065,1255,938,3,0.960554371,0,3,1117,938,0,0.317697228,0.268656716,0.413646055,0,0,0,0,0,1,1.190831557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9719000,168640
C1363,2550,2568,1,0.995716511,0,6,1798,2568,0,0.502336449,0.219626168,0.278037383,0,0,0,0,0,1,0.700155763,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,19451000,175260
C2579,751,1058,1,0.984877127,0,4,956,1058,0,0.448015123,0.347826087,0.125708885,0.078449905,0,0,0,0,1,0.903591682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39354500,266490
C1048,243,368,1,0.95923913,0,3,333,368,0,0.47826087,0.347826087,0.173913043,0,0,0,0,0,1,0.904891304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30928000,238380
C1210,586,1088,5,0.964154412,0,4,773,1088,0,0.658088235,0.341911765,0,0,0,0,0,0,1,0.710477941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20680000,112010
C1320,924,1696,2,0.979363208,0,4,1648,1696,0,0.363207547,0.429245283,0.20754717,0,0,0,0,0,1,0.971698113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16785000,237000
C1941,600,404,2,0.952970297,0,3,490,404,0,0,0,0,0,0,0,1,0,1,1.212871287,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47288000,627080
C1326,1153,1934,7,0.977766287,0,4,1670,1934,0,0.602895553,0.23991727,0.157187177,0,0,0,0,0,1,0.863495346,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31880000,134330
C1685,164,295,14,0.905084746,0,1,167,295,0,0.728813559,0.244067797,0.027118644,0,0,0,0,0,1,0.566101695,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,40572000,21120
C2618,783,1550,1,0.974193548,0,7,1319,1550,0,0.499354839,0.263225806,0.237419355,0,0,0,0,0,1,0.850967742,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,16243000,77360
C1451,1044,1618,1,0.976514215,0,3,1382,1618,0,0.441285538,0.370828183,0.187886279,0,0,0,0,0,1,0.854140915,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,15992000,79970
C2143,719,363,0,0.994490358,0,2,434,363,0,0,0,0,0,0,0.484848485,0.515151515,0,1,1.195592287,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41377000,547410
C1968,220,514,0,1,0,3,309,514,0,0.79766537,0.101167315,0.101167315,0,0,0,0,0,1,0.601167315,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8377000,110000
C1258,616,840,2,1,0,3,658,840,0,0.476190476,0.392857143,0.130952381,0,0,0,0,0,1,0.783333333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9672000,128000
C2453,559,659,1,0.989377845,2,3,573,658,0,0.564491654,0.236722307,0.197268589,0,0,0,0,0,0.998482549,0.869499241,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18488000,170720
C1659,416,902,4,0.964523282,0,2,635,854,0.261640798,0.43902439,0.232815965,0.013303769,0,0,0,0,0,0.946784922,0.703991131,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,23370000,132430
C1724,701,1256,2,0.999203822,0,6,878,1256,0,0.676751592,0.323248408,0,0,0,0,0,0,1,0.699044586,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,20840000,112500
C1802,1983,1438,8,0.997913769,0,2,1500,1438,0,0,0,0,1,0,0,0,0,1,1.043115438,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43000000,470000
C1939,1896,2334,1,0.994430163,0,3,1713,2334,0,0.434447301,0.28277635,0.28277635,0,0,0,0,0,1,0.733933162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34967000,211320
C1284,780,528,2,1,0,5,543,528,0,0,0,0,1,0,0,0,0,1,1.028409091,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32896000,185040
C2595,1359,867,2,0.997693195,0,5,897,867,0,0,0,0,0.800461361,0,0.121107266,0.078431373,0,1,1.034602076,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44000000,550000
C2351,646,542,1,0.988929889,0,4,542,542,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40000000,390000
C2506,1433,1124,5,0.987544484,0,3,1201,1124,0,0,0,0.204626335,0.635231317,0,0.088967972,0.071174377,0,1,1.068505338,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43000000,450000
C1697,854,526,1,0.992395437,0,3,727,526,0,0,0,0,0,0,0.433460076,0.566539924,0,1,1.382129278,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69000000,375000
C2259,1378,947,1,0.994720169,0,2,1306,947,0,0,0,0,0,0,0.430834213,0.569165787,0,1,1.379091869,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69000000,375000
C1786,345,480,0,0.947916667,0,3,338,480,0.325,0.483333333,0.191666667,0,0,0,0,0,0,1,0.704166667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,51309000,26720
C1357,995,908,7,0.970264317,0,1,1001,908,0,0,0,0,0,0,0.832599119,0.167400881,0,1,1.102422907,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57000000,550000
C2570,205,450,10,0.968888889,0,2,318,450,0,0.8,0.2,0,0,0,0,0,0,1,0.706666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15580000,85000
C1565,588,1020,5,0.958823529,0,3,719,1020,0,0.637254902,0.362745098,0,0,0,0,0,0,1,0.704901961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15740000,78700
C1910,396,616,11,0.965909091,0,2,350,612,0.37012987,0.298701299,0.324675325,0,0,0,0,0,0,0.993506494,0.568181818,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,19720000,118320
C2359,693,820,10,0.98902439,0,3,629,820,0,0.595121951,0.258536585,0.146341463,0,0,0,0,0,1,0.767073171,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7126000,90460
C2139,155,311,2,0.964630225,0,4,232,306,0,0.347266881,0.443729904,0.192926045,0,0,0,0,0,0.98392283,0.745980707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9061000,147000
C1979,133,270,1,0.937037037,0,4,183,270,0.355555556,0.144444444,0.5,0,0,0,0,0,0,1,0.677777778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,37419000,164480
C1803,78,100,9,0.87,0,2,57,100,0.32,0.34,0.34,0,0,0,0,0,0,1,0.57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,34400000,163680
C2508,568,847,11,0.984651712,0,3,496,842,0,0.618654073,0.266824085,0.108618654,0,0,0,0,0,0.994096812,0.585596222,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9000000,106000
C2531,358,540,12,0.959259259,0,6,397,540,0.181481481,0.407407407,0.233333333,0.177777778,0,0,0,0,0,1,0.735185185,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,20874000,141000
C1695,123,203,10,0.9408867,0,4,109,200,0.438423645,0.192118227,0.354679803,0,0,0,0,0,0,0.985221675,0.536945813,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22440000,132770
C2556,148,303,9,0.930693069,0,2,249,300,0,0,0.765676568,0.224422442,0,0,0,0,0,0.99009901,0.821782178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7200000,119000
C2086,1524,1080,8,0.993518519,0,2,1142,1080,0,0,0,0,0.561111111,0,0.216666667,0.222222222,0,1,1.057407407,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39000000,460000
C1544,713,442,5,0.977375566,0,2,533,442,0,0,0,0,0,0,0.330316742,0.669683258,0,1,1.205882353,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53000000,490000
C2154,124,178,0,0.988764045,0,1,131,178,0,0.674157303,0.112359551,0.213483146,0,0,0,0,0,1,0.735955056,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10450000,150000
C2496,1400,818,11,1,0,3,995,818,0,0,0,0,0,0,0.229828851,0.770171149,0,1,1.216381418,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69000000,590000
C1756,609,404,9,0.997524752,0,3,486,404,0,0,0,0,0,0,0,1,0,1,1.202970297,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55000000,620000
C2362,196,1509,1,0.969516236,0,2,1055,1500,0,0.711729622,0.282306163,0,0,0,0,0,0,0.994035785,0.699138502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23520000,99000
C2568,189,412,3,0.924757282,0,2,287,410,0.339805825,0.291262136,0.36407767,0,0,0,0,0,0,0.995145631,0.696601942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15080000,87960
C2245,98,212,2,0.896226415,0,1,114,210,0.339622642,0.349056604,0.301886792,0,0,0,0,0,0,0.990566038,0.537735849,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,50657000,26380
C2059,13,26,1,0.961538462,1,3,13,26,0.461538462,0,0.538461538,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,27961000,116000
C2549,165,202,12,0.915841584,0,2,141,200,0.396039604,0.198019802,0.396039604,0,0,0,0,0,0,0.99009901,0.698019802,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,25200000,107100
C1584,507,1227,1,0.967400163,0,3,857,1220,0.345558272,0.347188264,0.301548492,0,0,0,0,0,0,0.994295029,0.698451508,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,42680000,195000
C2298,444,581,6,0.963855422,0,3,408,578,0.165232358,0.402753873,0.426850258,0,0,0,0,0,0,0.994836489,0.702237522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24520000,118000
C2225,448,1206,2,0.959369818,0,3,842,1200,0.417910448,0.2039801,0.373134328,0,0,0,0,0,0,0.995024876,0.698175788,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,51961000,27060
C2328,1374,1077,14,0.99628598,0,2,1239,1077,0,0,0,0,1,0,0,0,0,1,1.150417827,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44000000,390000
C1045,266,464,0,0.971982759,0,2,288,464,0,0.379310345,0.38362069,0.237068966,0,0,0,0,0,1,0.620689655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13700000,150000
C1207,59,100,4,0.9,0,6,54,100,0,0.76,0.24,0,0,0,0,0,0,1,0.54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22832000,117960
C1970,159,214,4,0.925233645,0,6,108,200,0.355140187,0.299065421,0.280373832,0,0,0,0,0,0,0.934579439,0.504672897,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,25504000,131770
C1732,267,266,4,0.936090226,0,3,188,264,0.338345865,0.255639098,0,0.398496241,0,0,0,0,0,0.992481203,0.706766917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,19026000,99880
C2433,130,511,1,0.962818004,0,2,389,508,0.352250489,0.203522505,0.438356164,0,0,0,0,0,0,0.994129159,0.761252446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27640000,119000
C1156,505,1004,14,0.953187251,0,3,700,998,0.40438247,0.207171315,0.38247012,0,0,0,0,0,0,0.994023904,0.697211155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67718000,35270
C2142,396,954,9,0.957023061,0,5,772,946,0,0.35639413,0.408805031,0.226415094,0,0,0,0,0,0.991614256,0.809224319,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13645000,171500
C2153,280,362,10,0.944751381,0,3,345,362,0,0.309392265,0.359116022,0.331491713,0,0,0,0,0,1,0.953038674,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10808500,162855
