"code","tot_pop","region","num_empty","sub","bus","num_park","type_new","prop_type_im1","prop_type_im2","prop_type_im3","prop_type_im4","prop_type_im5","prop_type_im6","prop_type_im7","prop_type_im8","prop_type_im9","prop_type_im10","prop_type_qual1","prop_type_qual2","prop_type_qual3","prop_type_qual4","prop_type_qual5","prop_type_qual6","prop_type_qual7","prop_type_qual8","prop_type_qual9","prop_type_qual10","prop_type_qual11","prop_type_qual12","prop_type_qual13","prop_type_qual14","prop_areaL21","prop_areaL29","prop_areaL36","prop_areaL39","prop_areaL46","prop_areaL59","prop_areaU59","M_fee_deposit","M_fee_rent","target"
"C1898",0.21243115656963,0.8,9,0,0.4,0.282352941176471,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333333333,0.166666667,0,0.0763972610295566,0.0978778272702254,415
"C1899",0.167191188040913,0.133333333333333,0,0,0.266666666666667,0.053781512605042,1,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.833333333,0,0,0,0,0.126657683852209,0.129394436686475,31
"C1900",0.22029897718332,0.8,2,0,0.133333333333333,0.257142857142857,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.25,0,0.0815623793426786,0.0866095181791309,596
"C1907",0.0731707317073171,0.866666666666667,7,0,0.2,0.0840336134453782,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.0414470210938547,0.0841988848909864,207
"C1910",0.232100708103855,0.8,21,0,0.133333333333333,0.188795518207283,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.5,0,0.3,0,0,0,0.0992364607711037,0.0990754991998532,396
"C1911",0.339889850511408,0.466666666666667,21,0.333333333333333,0.133333333333333,0.54453781512605,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.168348974462016,0.21837381634338,831
"C1916",0.310778914240755,0.0666666666666667,2,0.333333333333333,0.266666666666667,0.453221288515406,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0.109093917689053,0.18444147716269,752
"C1925",0.226199842643588,0,9,0,0.266666666666667,0.0582633053221289,1,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.666666667,0,0,0,0.166666667,0.0627024088126138,0.143195694496825,75
"C1929",0.183320220298977,0.933333333333333,19,0,0.266666666666667,0.231372549019608,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.5,0.333333333,0,0.0853840153180625,0.129970338507956,413
"C1933",0.391817466561762,0.266666666666667,8,0,0.2,0.666106442577031,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21963769315021,0.508506018938506,1730
"C1936",0.0841856805664831,0.266666666666667,8,0,0.666666666666667,0.0868347338935574,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.199489397915041,0.174431997716779,234
"C1939",0.907946498819827,0.0666666666666667,13,0,0.2,0.952380952380952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.444444444,0,0.444444444,0.111111111,0,0,0.219377664310648,0.193869958310824,1896
"C1940",0.231707317073171,0.0666666666666667,16,0,0.133333333333333,0.287955182072829,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.666666667,0.166666667,0,0.193721485473843,0.198181577257484,709
"C1941",0.148701809598741,0.133333333333333,19,0,0.2,0.267226890756303,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31646297740901,0.617652155299826,600
"C1945",0.286782061369001,0.0666666666666667,6,0.333333333333333,0.2,0.403921568627451,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.666666667,0,0.126177024482109,0.175430907070851,730
"C1962",0.153422501966955,0,9,0,0.2,0.158543417366947,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.109086038027248,0.183146972183432,401
"C1965",0.185680566483084,1,13,0,0.333333333333333,0.261624649859944,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0,0.080498624999015,0.112295758712426,500
"C1967",0.218332022029898,0.0666666666666667,6,0,0.2,0.289635854341737,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0.0809162470746756,0.184094916774542,639
"C1968",0.191974822974036,0,0,0,0.2,0.165826330532213,0,0,0,0,0,0,0.8,0.2,0,0,0,0.8,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0.4,0,0.2,0.2,0,0,0.00985745691794908,0.0905949626428287,220
"C1969",0.52714398111723,0.333333333333333,29,0,0.133333333333333,0.660504201680672,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0,0.666666667,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.333333333,0.166666667,0,0,0.0331497372132788,0.131101756245732,886
"C1970",0.0739575137686861,0.266666666666667,16,0,0.4,0.0532212885154062,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0.6,0,0.2,0,0,0,0.144812424650734,0.11278502043687,159
"C1973",0.140833988985051,0.266666666666667,15,0,0.2,0.207843137254902,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.333333333,0,0.10001654728979,0.0907070851213471,457
"C1979",0.0959874114870181,0.0666666666666667,17,0,0.266666666666667,0.0952380952380952,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.111111111,0.444444444,0,0.444444444,0,0,0,0.2386985950563,0.146126168367191,133
"C1983",0.345003933910307,0.933333333333333,3,0,0.266666666666667,0.104761904761905,1,0,0,0.2,0,0,0,0.133333333,0.666666667,0,0,0.2,0,0.133333333,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.733333333,0.066666667,0,0,0.133333333,0.0859986289388459,0.126565892342035,253
"C1983",0.345003933910307,0.933333333333333,3,0,0.266666666666667,0.104761904761905,1,0,0,0.2,0,0,0,0.133333333,0.666666667,0,0,0.2,0,0.133333333,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.733333333,0.066666667,0,0,0.133333333,0.0859986289388459,0.126565892342035,253
"C1985",0.333595594020456,0.733333333333333,28,0,0.266666666666667,0.397198879551821,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0.0514502517551947,0.176847727481219,630
"C1987",0.104248623131393,0.466666666666667,26,1,0.266666666666667,0.136694677871148,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0,0.29360407851295,0.354572048885401,166
"C1994",0.159323367427223,0.133333333333333,3,0,0.0666666666666667,0.171428571428571,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.0720004097424139,0.0862170895043167,496
"C2000",0.501180173092054,0.133333333333333,21,0,0.133333333333333,0.598879551820728,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571429,0.428571429,0.142857143,0,0.0953360281776706,0.151161486947924,795
"C2001",0.202202989771833,0.0666666666666667,10,0,0.533333333333333,0.272829131652661,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0.4,0,0.2,0,0,0.0339140644083556,0.130347477753881,417
"C2008",0.297010228166798,0.0666666666666667,7,0.666666666666667,0.333333333333333,0.364145658263305,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.3,0.3,0,0.128808831524951,0.221819034319671,548
"C2010",0.328481510621558,0.266666666666667,15,0,0.2,0.333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0.0710272715095068,0.0658872455584209,690
"C2013",0.223839496459481,0.133333333333333,3,0,0.2,0.277871148459384,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0.0536132189206439,0.0165533550103458,91
"C2016",0.0924468922108576,1,15,0,0.133333333333333,0.103641456582633,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.0402493124995075,0.084351779179875,220
"C2020",0.00550747442958301,0.466666666666667,7,0.333333333333333,0.133333333333333,0.00672268907563025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0.164480060515803,0.116413711559828,19
"C2021",0.324547600314713,0.0666666666666667,7,0,0.2,0.424649859943978,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.666666667,0.25,0,0.0677887305076866,0.17036500963234,902
"C2032",0.361132966168371,0.133333333333333,23,0,0.0666666666666667,0.529411764705882,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.189773774909581,0.169345714373082,1162
"C2034",0.574350904799371,0.466666666666667,2,0.333333333333333,0.2,0.219607843137255,1,0,0,0,0,0,0,0.103448276,0.896551724,0,0,0,0,0.103448276,0.896551724,0,0,0,0,0,0,0,0,0,0,0.344827586,0.137931034,0.379310345,0.034482759,0,0.034482759,0.068965517,0.0740215429953746,0.114833803907978,132
"C2035",0.183320220298977,0,24,0,0.0666666666666667,0.284593837535014,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0.2,0,0,0.065984287954361,0.161945630790871,246
"C2036",0.0904799370574351,0,2,0,0.0666666666666667,0.104201680672269,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0.0815623793426786,0.0866095181791309,258
"C2038",0.298583792289536,0.4,7,0.333333333333333,0.666666666666667,0.076750700280112,1,0,0,0,0,0,0,0.15,0.85,0,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.2,0.05,0.05,0.05,0.05,0.0684742610847142,0.135352217476837,108
"C2040",0.0676632572777341,1,11,0,0.133333333333333,0.104761904761905,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.361471605638686,0.508506018938506,336
"C2042",0.269866247049567,0.333333333333333,13,0.666666666666667,0.466666666666667,0.351820728291317,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0.133694221843998,0.146421763992376,757
"C2046",0.433910306845004,0.0666666666666667,10,0,0.266666666666667,0.6296918767507,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.132725023441994,0.182387597215285,1306
"C2049",0.260424862313139,0,0,0,0.333333333333333,0.346218487394958,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0652514794065039,0.0685781850428614,841
"C2055",0.293863099921322,1,22,0,0.266666666666667,0.450420168067227,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0.135719294927862,0.152751587552366,723
"C2059",0,0.0666666666666667,1,0.333333333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.666666667,0,0,0.333333333,0,0,0,0.164172753705411,0.0967107341983752,13
"C2066",0.28756884343037,0.333333333333333,22,0,0.133333333333333,0.362464985994398,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.0829334404967339,0.123671093805743,503
"C2068",0.160503540519276,0,3,0,0.0666666666666667,0.207843137254902,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.105567769031353,0.22723149214633,594
"C2070",0.343036978756884,0.0666666666666667,6,0,0.2,0.501960784313725,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.4,0,0.11263188583946,0.188865218587868,735
"C2071",0.571597167584579,0.0666666666666667,21,0,0.2,0.826330532212885,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0.555555556,0.222222222,0,0.113695640183123,0.161558298592353,1398
"C2073",0.131785995279308,0,13,0,0.333333333333333,0.15406162464986,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.5,0.166666667,0,0.0763933211986541,0.187896888091573,301
"C2082",0.371361132966168,0.0666666666666667,19,0,0.133333333333333,0.466106442577031,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.166666667,0.5,0.166666667,0,0.328723731177458,0.317398350780271,822
"C2086",0.414634146341463,0.6,7,0,0.133333333333333,0.63249299719888,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0.444444444,0.251156340369871,0.447348303383041,1524
"C2089",0.368214004720692,0.133333333333333,27,0,0.0666666666666667,0.481792717086835,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.166666667,0.333333333,0,0.0756132346799675,0.111042025543539,572
"C2094",0.151062155782848,0.133333333333333,16,0,1,0.217927170868347,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0.428571429,0,0,0.0600115043062352,0.087598234580611,318
"C2096",0.183320220298977,0.266666666666667,11,0,0.133333333333333,0.187114845938375,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0.285714286,0,0,0.0464584860017808,0.0615858195643532,525
"C2097",0.382376081825334,0.2,29,0,0.133333333333333,0.687394957983193,0,0,0,0,0,0,1,0,0,0,0,0.714285714,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.428571429,0.285714286,0.142857143,0,0.0757314296070413,0.0914002058976424,995
"C2099",0.120377655389457,0,3,0,0.133333333333333,0.137254901960784,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6,0.2,0,0.0422113482889314,0.082797353909507,383
"C2100",0.335955940204563,0.4,4,0,0.333333333333333,0.405042016806723,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.141597522634329,0.0807740528198803,671
"C2100",0.335955940204563,0.4,4,0,0.333333333333333,0.405042016806723,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.141597522634329,0.0807740528198803,671
"C2106",0.188040912667191,1,18,0,0.133333333333333,0.235854341736695,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.4,0,0,0.0347256695742619,0.0825731089524703,353
"C2109",0.184500393391031,0.133333333333333,2,0,0.266666666666667,0.0582633053221289,1,0,0,0,0,0,0,0.117647059,0.882352941,0,0,0,0,0.117647059,0.882352941,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.882352941,0,0,0,0.058823529,0.12611398718767,0.160426880854577,60
"C2127",0.265145554681353,0.133333333333333,21,0,0.133333333333333,0.32436974789916,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.5,0.166666667,0,0.107762254844022,0.156777803826434,403
"C2132",0.94492525570417,0.466666666666667,1,0,0.0666666666666667,0.41624649859944,1,0,0,0,0,0,0,0.085106383,0.914893617,0,0,0,0,0.021276596,0.914893617,0,0.063829787,0,0,0,0,0,0,0,0,0.234042553,0.127659574,0.170212766,0.276595745,0.021276596,0.106382979,0.063829787,0.0574584938814426,0.101878561162812,359
"C2133",0.129425649095201,0.266666666666667,10,0,0.2,0.177591036414566,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0.150430623517639,0.123528392469447,328
"C2135",0.428796223446105,0.466666666666667,10,0.333333333333333,0.2,0.139495798319328,1,0,0,0,0,0,0,0.15,0.85,0,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.15,0.05,0,0.05,0.05,0.0927160406275363,0.128150896470181,127
"C2137",0.367427222659323,0.2,30,0,0.533333333333333,0.483473389355742,0,0,0,0,0,0,1,0,0,0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0.0183123340346232,0.13580070739091,752
"C2139",0.112116443745083,0.133333333333333,11,0,0.266666666666667,0.122689075630252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0.0152471455925112,0.128308887235365,155
"C2141",0.188040912667191,0.133333333333333,2,0,0.4,0.242016806722689,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0.163471463804774,0.199435310426371,495
"C2142",0.365066876475216,0.666666666666667,41,0,0.333333333333333,0.425210084033613,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0.25,0.25,0,0,0.0513675153062431,0.15328162108718,396
"C2143",0.132572777340677,0,2,0,0.133333333333333,0.235854341736695,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.269886296480155,0.536444901994761,719
"C2153",0.132179386309992,0.733333333333333,20,0,0.2,0.185994397759104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0.25,0.25,0,0,0.0290168545966007,0.144469813570897,280
"C2154",0.0597954366640441,0,2,0,0.0666666666666667,0.0661064425770308,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0.25,0,0,0.0261919958395386,0.131366773013139,124
"C2156",0.11014948859166,0.933333333333333,0,0,0.0666666666666667,0.130532212885154,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.333333333,0,0.0316841201175646,0.0706269685139694,204
"C2162",0.136900078678206,0.8,7,0,0.0666666666666667,0.150140056022409,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0890322987337383,0.082797353909507,347
"C2173",0.294649881982691,0.0666666666666667,4,0.333333333333333,0.133333333333333,0.365266106442577,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0.265970104563112,0.261306532663317,745
"C2181",0.332808811959087,1,15,0,0.4,0.403361344537815,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0.0609649433846299,0.114833803907978,683
"C2186",0.353265145554681,0.333333333333333,0,0,0.533333333333333,0.364705882352941,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0.666666667,0,0.166666667,0.166666667,0,0,0.0644674530569148,0.0865483604635755,744
"C2188",0.043273013375295,0.0666666666666667,3,0,0.133333333333333,0.0689075630252101,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.095304509530451,0.157644204796803,125
"C2190",0.388276947285602,0.133333333333333,7,0,0.133333333333333,0.092436974789916,1,0,0,0,0,0,0,0.19047619,0.80952381,0,0,0,0,0.19047619,0.80952381,0,0,0,0,0,0,0,0,0,0,0.476190476,0.285714286,0.095238095,0.047619048,0.095238095,0,0,0.0574584938814426,0.112295758712426,129
"C2192",0.191974822974036,1,16,0,0.133333333333333,0.240336134453782,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.4,0,0,0.0316841201175646,0.0807281845332137,324
"C2202",0.234854445318647,0,0,0,0.133333333333333,0.117086834733894,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0.024568785507726,0.133690766204246,226
"C2208",0.336742722265932,0.0666666666666667,16,0,0.133333333333333,0.415686274509804,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0.195667761939658,0.199873607387852,840
"C2211",0.109362706530291,0.733333333333333,4,0,0.0666666666666667,0.12156862745098,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0.0130172013017201,0.0657037724117545,244
"C2212",0.2639653815893,0,0,0,0.266666666666667,0.0644257703081232,1,0,0,0,0,0,0,0.214285714,0.785714286,0,0,0,0,0.214285714,0.785714286,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.571428571,0,0,0,0.357142857,0.0586483228139848,0.112433363572426,86
"C2216",0.143194335169158,0.933333333333333,2,0,0.0666666666666667,0.0470588235294118,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0182886950492085,0.113947017032424,149
"C2221",0.221872541306058,0.866666666666667,1,0,0.2,0.203361344537815,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0652475395756014,0.229907142201882,359
"C2225",0.46420141620771,0.133333333333333,49,0,0.2,0.464425770308123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0.353284637023379,0.00605461383999103,448
"C2227",0.17741935483871,0.0666666666666667,9,0,0.533333333333333,0.224089635854342,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.428571429,0.285714286,0,0.193721485473843,0.198181577257484,505
"C2232",0.129425649095201,0.266666666666667,13,0,0.2,0.191036414565826,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.25,0,0.119542349242371,0.102770444514663,248
"C2237",0.017309205350118,0.933333333333333,7,0,0.133333333333333,0.0207282913165266,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0.0113309536754682,0.0380604849806844,55
"C2245",0.0731707317073171,0.133333333333333,22,0,0.0666666666666667,0.0565826330532213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.285714286,0.428571429,0,0.285714286,0,0,0,0.343009558029769,0.00536149306369576,98
"C2251",0.33831628638867,0.0666666666666667,16,0,0.2,0.44593837535014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.090909091,0,0.181818182,0.545454545,0.181818182,0,0.227801022780102,0.267870794132936,870
"C2255",0.210070810385523,0.933333333333333,2,0,0.133333333333333,0.216806722689076,0,0,0,0,0,0,0.666666667,0.333333333,0,0,0,0.666666667,0,0,0,0.166666667,0,0,0,0.166666667,0,0,0,0,0,0.166666667,0.5,0,0.166666667,0.166666667,0,0,0.0207195707160249,0.065836280795458,410
"C2256",0.150668764752164,0.133333333333333,7,0,0.0666666666666667,0.169747899159664,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.4,0,0.0666934575168034,0.117820339017603,344
"C2258",0.369394177812746,0.4,13,0,0.2,0.153501400560224,1,0,0,0,0,0,0,0.15,0.85,0,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.2,0.05,0.05,0.05,0.05,0.0899030013631815,0.139164381746461,78
"C2258",0.369394177812746,0.4,13,0,0.2,0.153501400560224,1,0,0,0,0,0,0,0.15,0.85,0,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.2,0.05,0.05,0.05,0.05,0.0899030013631815,0.139164381746461,78
"C2259",0.362313139260425,0.0666666666666667,5,0,0.133333333333333,0.72436974789916,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.487546194517331,0.360708206346132,1378
"C2262",0.273013375295043,0.666666666666667,30,0,0.266666666666667,0.318207282913165,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.25,0,0.139068151194951,0.167867736247159,540
"C2274",0.431156569630212,1,34,0,0.2,0.654901960784314,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0.428571429,0.285714286,0,0,0.0624069214949294,0.122886236456114,713
"C2276",0.411487018095987,0.4,18,0,0.266666666666667,0.493557422969188,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0833510625723944,0.14730855086793,1159
"C2287",0.150668764752164,1,18,0,0.2,0.177591036414566,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.428571429,0.285714286,0,0.0522657967520034,0.0942236537657863,284
